worker_id,worker_name,role_name,work_type,gross_salary,pension_deduct,health_deduct,other_deductions,working_days,days_present,days_absent,days_present_ratio,checkin_time_std_dev,gps_boundary_score,device_shared_count,impossible_travel_count,peer_checkin_correlation,bank_change_velocity,completeness_score,deduction_ratio,login_to_checkin_gap,device_id,bank_account,verdict_label,is_ghost
W00327,Chukwuemeka Eze,Operations Manager,ONSITE,450000,15379.14,11198.63,6722.23,22,12,10,0.545,5.293,0.328,2,1,0.587,0.632,0.39,0.074,31.583,DEV-18572,8347402060,SUSPICIOUS,0
W00464,Kemi Nwosu,Accountant,HYBRID,280000,1950.33,1144.31,1105.36,22,4,18,0.182,3.585,0.814,3,4,0.884,0.951,0.125,0.015,221.052,DEV-99469,9211845175,FLAGGED,1
W00065,Efe Eze,IT Admin,HYBRID,300000,15287.77,3776.95,10635.28,22,16,6,0.727,10.322,0.111,1,0,0.361,0.126,0.929,0.099,1.0,DEV-39904,1359663175,VERIFIED,0
W00301,Chukwuemeka Okafor,Customer Support,REMOTE,180000,17748.42,5521.88,4089.7,22,12,10,0.545,25.902,0.093,0,0,0.195,0.0,1.0,0.152,33.955,DEV-85596,8882796248,VERIFIED,0
W00015,Kemi Balogun,Accountant,HYBRID,280000,3848.44,892.29,1979.27,22,9,13,0.409,3.373,0.535,2,4,0.829,1.229,0.178,0.024,392.281,DEV-11885,9113710206,FLAGGED,1
W00157,Sadiq Adebayo,Customer Support,REMOTE,180000,2519.98,1294.62,145.4,22,0,22,0.0,1.221,0.468,1,0,1.0,1.306,0.591,0.022,236.034,DEV-80711,7083861555,FLAGGED,1
W00041,Ifeoma Okonkwo,Operations Manager,ONSITE,450000,43519.13,22199.02,2681.85,22,16,6,0.727,20.613,0.19,0,0,0.423,0.111,1.0,0.152,1.0,DEV-26812,4542039087,VERIFIED,0
W00380,Sadiq Balogun,Security Officer,ONSITE,120000,2809.32,1141.84,1328.84,22,10,12,0.455,7.609,0.532,2,0,0.773,0.258,0.706,0.044,140.015,DEV-64330,6659102707,SUSPICIOUS,0
W00469,Ifeoma Okafor,HR Officer,HYBRID,250000,4020.33,1961.13,268.54,22,0,22,0.0,3.349,0.627,2,2,0.873,0.25,0.651,0.025,470.679,DEV-77503,3329043023,FLAGGED,1
W00404,Ifeoma Eze,Customer Support,REMOTE,180000,10794.45,3308.96,3896.59,22,16,6,0.727,12.43,0.263,0,1,0.519,0.074,0.928,0.1,29.498,DEV-68090,9100922833,VERIFIED,0
W00217,Ngozi Okafor,Operations Manager,ONSITE,450000,4984.17,3144.93,1320.9,22,13,9,0.591,25.685,0.141,0,1,0.123,0.316,0.758,0.021,9.862,DEV-45311,6849290917,VERIFIED,0
W00280,Ngozi Okonkwo,Security Officer,ONSITE,120000,12598.36,3133.46,3828.18,22,16,6,0.727,16.266,0.006,0,0,0.173,0.306,0.84,0.163,13.859,DEV-39095,0541564792,VERIFIED,0
W00435,Ibrahim Eze,HR Officer,HYBRID,250000,26785.11,8832.41,10632.48,22,19,3,0.864,23.883,0.194,1,0,0.355,0.0,0.688,0.185,6.904,DEV-92936,9090322589,VERIFIED,0
W00431,Ibrahim Usman,Security Officer,ONSITE,120000,7746.98,3381.19,3391.83,22,18,4,0.818,13.839,0.075,0,1,0.438,0.092,0.656,0.121,6.961,DEV-80272,5806225344,VERIFIED,0
W00338,Kemi Abubakar,Customer Support,REMOTE,180000,10511.02,3258.38,5670.6,22,12,10,0.545,22.866,0.088,1,0,0.532,0.037,0.808,0.108,1.0,DEV-80163,7031371222,VERIFIED,0
W00237,Chukwuemeka Adebayo,Engineer,HYBRID,320000,4596.0,1835.82,2208.18,22,10,12,0.455,12.113,0.071,0,1,0.509,0.116,0.948,0.027,6.122,DEV-66065,8844630179,VERIFIED,0
W00208,Ngozi Adebayo,Security Officer,ONSITE,120000,12912.89,4667.75,3659.36,22,17,5,0.773,8.0,0.057,1,0,0.32,0.029,0.856,0.177,21.418,DEV-15842,4131432641,VERIFIED,0
W00213,Efe Okafor,Operations Manager,ONSITE,450000,19199.14,13518.89,7781.97,22,14,8,0.636,19.477,0.279,0,1,0.45,0.185,0.624,0.09,1.208,DEV-82767,8673554561,VERIFIED,0
W00296,Chukwuemeka Okafor,Engineer,HYBRID,320000,14665.0,8287.76,7447.24,22,16,6,0.727,19.165,0.113,0,1,0.492,0.118,0.856,0.095,14.993,DEV-42919,0770984156,VERIFIED,0
W00458,Ngozi Etuk,HR Officer,HYBRID,250000,15440.86,7266.34,6292.8,22,18,4,0.818,14.032,0.176,0,1,0.496,0.0,0.749,0.116,7.028,DEV-44232,4619201317,VERIFIED,0
W00252,Sadiq Usman,IT Admin,HYBRID,300000,7699.24,3499.13,2901.63,22,19,3,0.864,19.295,0.19,0,0,0.301,0.262,0.875,0.047,3.633,DEV-32376,2244296936,VERIFIED,0
W00489,Ngozi Etuk,Cleaner,ONSITE,90000,3665.13,1268.32,2626.55,22,17,5,0.773,26.246,0.005,1,1,0.482,0.0,0.885,0.084,4.338,DEV-38977,5525789165,VERIFIED,0
W00487,Ibrahim Eze,Cleaner,ONSITE,90000,4804.3,1224.89,2880.81,22,16,6,0.727,14.923,0.236,1,0,0.509,0.043,0.849,0.099,16.318,DEV-55257,5089035953,VERIFIED,0
W00304,Temitope Abubakar,Security Officer,ONSITE,120000,3276.78,1138.19,985.03,22,4,18,0.182,6.0,0.398,1,0,0.74,0.895,0.355,0.045,269.074,DEV-45366,7749985509,FLAGGED,1
W00351,Ibrahim Okonkwo,Cleaner,ONSITE,90000,3647.94,1203.34,638.72,22,7,15,0.318,2.0,0.405,1,0,0.927,0.445,0.845,0.061,94.697,DEV-21390,0934653211,SUSPICIOUS,0
W00270,Efe Okafor,Security Officer,ONSITE,120000,6866.42,4023.48,750.1,22,11,11,0.5,21.535,0.166,1,0,0.662,0.178,0.708,0.097,15.166,DEV-80758,5264984906,VERIFIED,0
W00202,Ifeoma Okonkwo,Security Officer,ONSITE,120000,1669.93,952.01,378.06,22,8,14,0.364,1.251,0.84,1,2,0.936,1.116,0.453,0.025,301.558,DEV-86509,5983386067,FLAGGED,1
W00162,Ifeoma Abubakar,IT Admin,HYBRID,300000,16545.92,9872.97,8981.11,22,14,8,0.636,12.864,0.137,2,0,0.423,0.056,0.997,0.118,24.312,DEV-11885,6913895414,VERIFIED,0
W00044,Amina Okonkwo,IT Admin,HYBRID,300000,0.0,0.0,0.0,22,10,12,0.455,0.0,0.935,2,4,0.805,0.882,0.09,0.0,164.636,DEV-18572,3300306128,FLAGGED,1
W00218,Tunde Balogun,Operations Manager,ONSITE,450000,33976.16,11556.24,7567.6,22,10,12,0.455,28.761,0.236,0,0,0.675,0.097,0.949,0.118,8.99,DEV-23289,1320127741,VERIFIED,0
W00402,Sadiq Usman,Operations Manager,ONSITE,450000,25497.7,13996.51,5505.79,22,15,7,0.682,11.872,0.132,2,0,0.293,0.0,0.75,0.1,33.476,DEV-99469,6704752849,VERIFIED,0
W00191,Temitope Usman,Cleaner,ONSITE,90000,4334.87,2198.45,1836.68,22,13,9,0.591,21.067,0.201,0,0,0.776,0.094,0.932,0.093,4.666,DEV-42396,2539124194,VERIFIED,0
W00310,Amina Adebayo,Accountant,HYBRID,280000,6983.59,2806.43,1409.98,22,15,7,0.682,9.638,0.717,2,0,0.7,0.225,0.25,0.04,78.109,DEV-38848,7198339843,SUSPICIOUS,0
W00260,Ifeoma Etuk,Cleaner,ONSITE,90000,3435.59,2046.84,2077.57,22,13,9,0.591,9.295,0.274,0,0,0.281,0.214,0.82,0.084,8.202,DEV-95646,3899367180,VERIFIED,0
W00106,Chukwuemeka Abubakar,IT Admin,HYBRID,300000,18695.39,5437.17,13967.44,22,15,7,0.682,13.562,0.017,1,0,0.721,0.253,0.968,0.127,16.671,DEV-90424,1680054047,VERIFIED,0
W00054,Sadiq Usman,Security Officer,ONSITE,120000,0.0,0.0,0.0,22,9,13,0.409,2.0,0.501,3,1,0.704,0.199,0.458,0.0,107.186,DEV-49092,7949565031,SUSPICIOUS,0
W00390,Amina Nwosu,Customer Support,REMOTE,180000,11660.15,6956.27,6223.58,22,13,9,0.591,16.237,0.0,1,0,0.267,0.256,1.0,0.138,21.406,DEV-60422,1397323581,VERIFIED,0
W00002,Sadiq Nwosu,Accountant,HYBRID,280000,14657.59,5558.2,5544.21,22,11,11,0.5,13.421,0.083,0,1,0.441,0.295,0.881,0.092,22.298,DEV-29717,2467224641,VERIFIED,0
W00442,Efe Okafor,Customer Support,REMOTE,180000,14257.8,7186.37,0.0,22,13,9,0.591,23.771,0.324,0,1,0.4,0.0,0.987,0.116,15.894,DEV-18217,2735901427,VERIFIED,0
W00483,Sadiq Adebayo,Customer Support,REMOTE,180000,12944.01,4100.71,1495.28,22,20,2,0.909,16.762,0.117,1,0,0.606,0.197,0.865,0.103,11.463,DEV-83223,5610792231,VERIFIED,0
W00050,Tunde Nwosu,Engineer,HYBRID,320000,13220.34,5154.82,7544.84,22,17,5,0.773,13.27,0.0,1,0,0.215,0.195,0.955,0.081,14.392,DEV-35448,5155579295,VERIFIED,0
W00420,Chukwuemeka Okafor,Accountant,HYBRID,280000,16705.71,3310.68,7423.61,22,14,8,0.636,16.947,0.151,1,0,0.22,0.219,0.883,0.098,1.0,DEV-51777,3909834759,VERIFIED,0
W00081,Efe Balogun,Customer Support,REMOTE,180000,6982.43,1665.71,2871.86,22,15,7,0.682,13.408,0.099,2,0,0.337,0.078,0.814,0.064,21.433,DEV-49092,1166671337,VERIFIED,0
W00206,Tunde Okonkwo,Engineer,HYBRID,320000,20805.0,10213.03,981.97,22,17,5,0.773,27.304,0.198,1,0,0.692,0.0,0.95,0.1,15.185,DEV-69522,4818243622,VERIFIED,0
W00035,Ibrahim Abubakar,Security Officer,ONSITE,120000,2736.94,1691.86,491.2,22,12,10,0.545,9.705,0.279,2,1,0.736,0.521,0.799,0.041,20.0,DEV-99469,1344412303,SUSPICIOUS,0
W00264,Amina Okafor,Security Officer,ONSITE,120000,5161.24,2044.17,2394.59,22,13,9,0.591,24.176,0.058,0,0,0.414,0.089,0.851,0.08,15.022,DEV-22304,3728082352,VERIFIED,0
W00428,Ifeoma Eze,Engineer,HYBRID,320000,12952.06,6900.25,947.69,22,16,6,0.727,26.244,0.208,1,1,0.53,0.062,0.783,0.065,48.527,DEV-86170,7364784687,VERIFIED,0
W00367,Amina Okonkwo,HR Officer,HYBRID,250000,19958.5,4223.22,7818.28,22,18,4,0.818,19.344,0.051,1,0,0.615,0.167,0.908,0.128,13.968,DEV-20224,4264595781,VERIFIED,0
W00092,Ifeoma Eze,Customer Support,REMOTE,180000,8284.96,3846.79,1008.25,22,15,7,0.682,23.09,0.142,2,0,0.4,0.075,0.961,0.073,16.436,DEV-49092,0896330314,VERIFIED,0
W00340,Ngozi Nwosu,Cleaner,ONSITE,90000,8840.05,3571.0,4508.95,22,14,8,0.636,19.81,0.163,1,0,0.41,0.013,0.712,0.188,16.158,DEV-55544,7311684715,VERIFIED,0
W00474,Sadiq Ogunleye,Customer Support,REMOTE,180000,1769.2,937.26,0.0,22,6,16,0.273,6.0,0.666,1,1,0.882,1.037,0.33,0.015,179.778,DEV-49070,7608653620,FLAGGED,1
W00053,Tunde Abubakar,Accountant,HYBRID,280000,19729.66,7794.56,11675.78,22,16,6,0.727,15.555,0.058,0,0,0.42,0.0,0.994,0.14,38.244,DEV-28532,8585936589,VERIFIED,0
W00346,Tunde Okonkwo,Customer Support,REMOTE,180000,7511.45,2276.92,1191.63,22,11,11,0.5,22.866,0.126,0,0,0.278,0.205,1.0,0.061,14.727,DEV-97341,6280545294,VERIFIED,0
W00265,Ibrahim Nwosu,Cleaner,ONSITE,90000,1609.21,1113.77,607.02,22,12,10,0.545,2.732,0.563,2,0,0.909,0.948,0.331,0.037,242.07,DEV-11885,5147570942,FLAGGED,1
W00242,Ibrahim Ogunleye,Customer Support,REMOTE,180000,10085.86,5041.47,2692.67,22,14,8,0.636,28.535,0.206,0,0,0.475,0.26,0.703,0.099,32.729,DEV-22911,3020855777,VERIFIED,0
W00014,Ibrahim Usman,IT Admin,HYBRID,300000,19139.51,6882.37,12678.12,22,13,9,0.591,21.175,0.147,0,0,0.414,0.199,0.75,0.129,1.913,DEV-38338,4619399154,VERIFIED,0
W00316,Sadiq Balogun,IT Admin,HYBRID,300000,14385.62,8795.03,5919.35,22,16,6,0.727,14.128,0.307,1,1,0.8,0.058,0.686,0.097,1.0,DEV-71512,2637695988,VERIFIED,0
W00089,Ngozi Okafor,Security Officer,ONSITE,120000,4321.55,1856.53,661.92,22,16,6,0.727,9.632,0.285,3,1,0.874,0.527,0.393,0.057,34.415,DEV-46838,0588091773,SUSPICIOUS,0
W00388,Tunde Abubakar,Customer Support,REMOTE,180000,14644.12,7045.86,2610.02,22,14,8,0.636,23.129,0.13,2,0,0.448,0.041,0.827,0.135,28.037,DEV-64330,2631571014,VERIFIED,0
W00274,Kemi Okafor,IT Admin,HYBRID,300000,0.0,0.0,0.0,22,10,12,0.455,9.933,0.1,2,0,0.97,0.425,0.445,0.0,27.113,DEV-64330,8264356440,SUSPICIOUS,0
W00167,Temitope Etuk,Engineer,HYBRID,320000,10892.31,4382.35,1685.34,22,19,3,0.864,14.309,0.205,2,0,0.275,0.14,0.854,0.053,21.27,DEV-45625,2004072563,VERIFIED,0
W00329,Chukwuemeka Usman,Accountant,HYBRID,280000,14917.93,5058.11,11103.96,22,15,7,0.682,17.624,0.32,2,0,0.303,0.128,0.963,0.111,38.684,DEV-45625,7397648123,VERIFIED,0
W00493,Tunde Nwosu,Cleaner,ONSITE,90000,5097.3,1152.84,2299.86,22,12,10,0.545,17.055,0.0,1,0,0.567,0.0,0.917,0.095,8.044,DEV-75717,4535580382,VERIFIED,0
W00135,Temitope Okonkwo,Engineer,HYBRID,320000,0.0,0.0,0.0,22,12,10,0.545,8.202,0.707,2,0,0.465,0.637,0.661,0.0,26.227,DEV-31436,5545179081,SUSPICIOUS,0
W00307,Ibrahim Balogun,Operations Manager,ONSITE,450000,6254.85,2908.04,737.11,22,6,16,0.273,6.333,0.553,2,0,0.599,0.65,0.647,0.022,45.489,DEV-49092,1277530671,SUSPICIOUS,0
W00481,Ifeoma Okafor,Customer Support,REMOTE,180000,7646.9,1233.24,2819.86,22,18,4,0.818,8.0,0.012,0,0,0.786,0.106,0.678,0.065,51.942,DEV-50284,0954977842,VERIFIED,0
W00320,Sadiq Balogun,Security Officer,ONSITE,120000,2828.82,936.97,1874.21,22,4,18,0.182,6.382,0.75,2,1,0.588,0.174,0.85,0.047,99.462,DEV-31436,5393578633,SUSPICIOUS,0
W00244,Ngozi Nwosu,Security Officer,ONSITE,120000,5516.89,1228.47,3814.64,22,15,7,0.682,18.356,0.145,0,0,0.38,0.092,0.697,0.088,41.681,DEV-64604,0336143968,VERIFIED,0
W00055,Chukwuemeka Abubakar,Cleaner,ONSITE,90000,3719.58,1455.37,675.05,22,4,18,0.182,12.0,0.672,2,1,0.636,0.826,0.47,0.065,115.853,DEV-45625,3048435467,SUSPICIOUS,0
W00364,Efe Eze,Engineer,HYBRID,320000,18704.55,5749.84,14905.61,22,16,6,0.727,18.376,0.242,0,0,0.559,0.0,0.803,0.123,6.371,DEV-41084,1801869233,VERIFIED,0
W00051,Kemi Eze,Cleaner,ONSITE,90000,5314.69,989.84,2425.47,22,17,5,0.773,10.452,0.298,0,1,0.544,0.322,0.877,0.097,18.083,DEV-57863,1041204331,VERIFIED,0
W00457,Sadiq Ogunleye,Engineer,HYBRID,320000,7409.45,3315.77,2074.78,22,15,7,0.682,8.32,0.09,1,1,0.597,0.0,0.736,0.04,21.459,DEV-52450,6076885411,VERIFIED,0
W00175,Kemi Etuk,IT Admin,HYBRID,300000,23563.67,6274.1,15462.23,22,18,4,0.818,16.082,0.154,1,0,0.583,0.15,0.907,0.151,1.0,DEV-22226,7958871839,VERIFIED,0
W00446,Efe Eze,Engineer,HYBRID,320000,25456.96,13985.29,2477.75,22,15,7,0.682,18.405,0.35,0,1,0.508,0.0,0.679,0.131,29.437,DEV-24950,8560455136,VERIFIED,0
W00190,Tunde Adebayo,Accountant,HYBRID,280000,6623.03,2009.09,887.88,22,9,13,0.409,3.141,0.678,3,4,0.897,0.288,0.0,0.034,233.779,DEV-63629,9106584020,FLAGGED,1
W00497,Temitope Balogun,Cleaner,ONSITE,90000,832.42,240.86,366.72,22,7,15,0.318,2.435,0.563,5,1,0.957,0.25,0.567,0.016,118.519,DEV-49092,3329043023,FLAGGED,1
W00188,Chukwuemeka Okafor,Security Officer,ONSITE,120000,1703.85,940.31,955.84,22,18,4,0.818,23.361,0.191,0,0,0.722,0.164,0.921,0.03,18.554,DEV-73676,0063656013,VERIFIED,0
W00170,Temitope Okafor,Accountant,HYBRID,280000,6522.24,2123.84,2553.92,22,10,12,0.455,5.104,0.499,2,0,0.624,0.684,0.573,0.04,94.015,DEV-38848,5157534745,SUSPICIOUS,0
W00059,Sadiq Okonkwo,Accountant,HYBRID,280000,11147.71,5023.58,908.71,22,17,5,0.773,21.607,0.0,1,0,0.428,0.097,0.781,0.061,1.0,DEV-95791,9052937202,VERIFIED,0
W00049,Ifeoma Ogunleye,Cleaner,ONSITE,90000,7377.25,3101.83,5000.92,22,10,12,0.455,30.0,0.081,2,0,0.392,0.041,0.784,0.172,24.647,DEV-31436,4354052979,VERIFIED,0
W00345,Ibrahim Abubakar,Customer Support,REMOTE,180000,17199.66,4325.85,5474.49,22,17,5,0.773,21.39,0.175,2,0,0.35,0.295,0.789,0.15,13.495,DEV-18572,7528214790,VERIFIED,0
W00236,Kemi Adebayo,Operations Manager,ONSITE,450000,9928.34,2671.0,7200.66,22,20,2,0.909,13.923,0.166,0,1,0.392,0.229,0.771,0.044,29.107,DEV-42238,1566269499,VERIFIED,0
W00253,Ibrahim Abubakar,Accountant,HYBRID,280000,14206.24,2793.2,5680.56,22,19,3,0.864,8.413,0.049,0,0,0.351,0.196,1.0,0.081,1.0,DEV-55514,3308575146,VERIFIED,0
W00022,Ifeoma Adebayo,IT Admin,HYBRID,300000,24951.5,12577.52,0.0,22,16,6,0.727,17.985,0.06,1,0,0.557,0.166,0.749,0.125,1.725,DEV-36412,9750606739,VERIFIED,0
W00314,Ngozi Okonkwo,IT Admin,HYBRID,300000,30106.08,14556.84,0.0,22,16,6,0.727,8.0,0.158,0,0,0.283,0.206,0.642,0.146,26.178,DEV-51144,8806647365,VERIFIED,0
W00460,Ibrahim Okafor,Customer Support,REMOTE,180000,6742.56,2991.61,345.83,22,20,2,0.909,15.243,0.025,0,0,0.588,0.077,0.935,0.056,1.899,DEV-36217,1764780288,VERIFIED,0
W00161,Efe Abubakar,Engineer,HYBRID,320000,12773.16,3393.85,11352.99,22,21,1,0.955,9.744,0.099,0,0,0.463,0.205,0.916,0.086,16.728,DEV-23399,6232694881,VERIFIED,0
W00277,Tunde Etuk,Cleaner,ONSITE,90000,3679.62,1893.78,6.6,22,12,10,0.545,7.417,0.545,2,0,0.96,0.421,0.85,0.062,100.097,DEV-52637,2135874171,SUSPICIOUS,0
W00444,Efe Balogun,Security Officer,ONSITE,120000,0.0,0.0,0.0,22,7,15,0.318,2.299,0.848,4,1,0.894,0.961,0.05,0.0,86.233,DEV-18572,5983386067,FLAGGED,1
W00192,Amina Adebayo,Operations Manager,ONSITE,450000,8379.7,1952.19,1818.11,22,7,15,0.318,0.824,0.582,2,1,0.787,0.724,0.558,0.027,244.332,DEV-49092,4375023984,FLAGGED,1
W00386,Efe Etuk,Customer Support,REMOTE,180000,343.72,102.27,94.01,22,14,8,0.636,4.74,0.406,2,0,0.97,0.95,0.268,0.003,30.911,DEV-77503,5581360501,SUSPICIOUS,0
W00294,Ibrahim Adebayo,HR Officer,HYBRID,250000,13385.61,2844.32,11520.07,22,15,7,0.682,14.867,0.228,1,0,0.218,0.295,0.8,0.111,24.659,DEV-75932,8873867850,VERIFIED,0
W00414,Ifeoma Ogunleye,Engineer,HYBRID,320000,6301.78,1729.52,1248.7,22,18,4,0.818,21.094,0.006,1,0,0.36,0.16,0.783,0.029,15.764,DEV-13000,8329253208,VERIFIED,0
W00344,Ifeoma Ogunleye,Operations Manager,ONSITE,450000,32453.26,5393.32,8953.42,22,17,5,0.773,9.341,0.059,0,0,0.226,0.132,0.741,0.104,38.489,DEV-56149,4618426168,VERIFIED,0
W00258,Ibrahim Adebayo,Accountant,HYBRID,280000,15923.24,6728.83,1707.93,22,21,1,0.955,23.905,0.105,1,0,0.458,0.107,0.991,0.087,22.723,DEV-40981,6124736100,VERIFIED,0
W00309,Temitope Ogunleye,Security Officer,ONSITE,120000,11366.81,7326.97,2906.22,22,18,4,0.818,8.0,0.173,0,0,0.552,0.081,0.879,0.18,23.453,DEV-11204,8377735852,VERIFIED,0
W00150,Chukwuemeka Etuk,IT Admin,HYBRID,300000,9037.96,3125.65,1336.39,22,17,5,0.773,18.803,0.324,0,0,0.6,0.0,0.82,0.045,8.032,DEV-61703,7808302326,VERIFIED,0
W00131,Chukwuemeka Eze,IT Admin,HYBRID,300000,11095.29,2274.89,4029.82,22,16,6,0.727,8.704,0.009,1,0,0.8,0.098,0.97,0.058,26.155,DEV-40855,6778375198,VERIFIED,0
W00152,Ifeoma Okafor,HR Officer,HYBRID,250000,18119.34,8992.75,2137.91,22,19,3,0.864,20.186,0.003,0,1,0.485,0.257,1.0,0.117,1.0,DEV-40448,5497243135,VERIFIED,0
W00360,Ifeoma Adebayo,IT Admin,HYBRID,300000,23233.56,12132.43,3334.01,22,11,11,0.5,8.0,0.08,1,0,0.472,0.227,0.605,0.129,36.137,DEV-13504,4487003564,VERIFIED,0
W00100,Efe Nwosu,Operations Manager,ONSITE,450000,23786.15,14608.42,3905.43,22,18,4,0.818,18.79,0.022,2,1,0.163,0.198,1.0,0.094,14.056,DEV-64330,9137232336,VERIFIED,0
W00373,Ifeoma Balogun,Cleaner,ONSITE,90000,6821.02,3569.69,859.29,22,15,7,0.682,17.505,0.222,2,0,0.342,0.162,0.678,0.125,34.412,DEV-63629,8710115324,VERIFIED,0
W00088,Sadiq Abubakar,Customer Support,REMOTE,180000,17760.82,7881.21,1897.97,22,16,6,0.727,19.397,0.089,1,0,0.265,0.163,0.914,0.153,1.0,DEV-17493,7818514580,VERIFIED,0
W00459,Efe Okafor,Operations Manager,ONSITE,450000,30416.78,14958.58,14924.64,22,18,4,0.818,20.316,0.142,0,0,0.364,0.218,1.0,0.134,46.878,DEV-17203,5640196237,VERIFIED,0
W00331,Chukwuemeka Usman,Customer Support,REMOTE,180000,13311.52,2310.01,4178.47,22,14,8,0.636,10.911,0.0,1,0,0.426,0.185,0.891,0.11,11.642,DEV-87434,8848188994,VERIFIED,0
W00215,Amina Okonkwo,Cleaner,ONSITE,90000,945.8,459.11,215.09,22,12,10,0.545,6.516,0.286,2,2,0.887,0.484,0.625,0.018,50.931,DEV-18572,2708919547,SUSPICIOUS,0
W00467,Ibrahim Okafor,Customer Support,REMOTE,180000,16164.96,6423.16,2071.88,22,14,8,0.636,16.846,0.018,2,0,0.218,0.049,0.948,0.137,23.611,DEV-46838,8278587226,VERIFIED,0
W00122,Ibrahim Okonkwo,Operations Manager,ONSITE,450000,46590.45,17151.87,4207.68,22,18,4,0.818,17.51,0.0,0,0,0.8,0.07,0.755,0.151,26.145,DEV-76011,4469281139,VERIFIED,0
W00500,Tunde Okafor,Customer Support,REMOTE,180000,1724.83,522.13,813.04,22,15,7,0.682,6.042,0.551,3,1,0.785,0.381,0.608,0.017,32.42,DEV-64330,9937823780,SUSPICIOUS,0
W00021,Ibrahim Abubakar,Security Officer,ONSITE,120000,7893.35,3042.94,3703.71,22,14,8,0.636,22.289,0.0,0,1,0.529,0.233,0.833,0.122,1.0,DEV-85071,5238071435,VERIFIED,0
W00189,Ngozi Abubakar,IT Admin,HYBRID,300000,13967.99,7403.3,0.0,22,13,9,0.591,16.628,0.143,0,0,0.263,0.021,0.717,0.071,12.529,DEV-67260,9845409413,VERIFIED,0
W00072,Ifeoma Okonkwo,Customer Support,REMOTE,180000,362.83,190.91,166.26,22,12,10,0.545,7.753,0.4,1,0,0.677,0.599,0.624,0.004,25.704,DEV-55123,4092160078,SUSPICIOUS,0
W00107,Kemi Ogunleye,HR Officer,HYBRID,250000,0.0,0.0,0.0,22,4,18,0.182,1.265,0.396,4,4,0.895,0.693,0.463,0.0,311.636,DEV-46838,3300306128,FLAGGED,1
W00271,Kemi Okafor,Operations Manager,ONSITE,450000,27700.27,20211.2,10588.53,22,12,10,0.545,25.054,0.187,0,0,0.267,0.148,0.827,0.13,37.565,DEV-85001,8232187493,VERIFIED,0
W00349,Tunde Okafor,Cleaner,ONSITE,90000,10676.07,3264.9,4059.03,22,17,5,0.773,30.0,0.153,1,0,0.452,0.0,0.941,0.2,27.868,DEV-98175,0257962287,VERIFIED,0
W00436,Temitope Adebayo,Engineer,HYBRID,320000,26944.87,5214.13,6881.0,22,19,3,0.864,30.0,0.009,2,0,0.463,0.256,1.0,0.122,1.499,DEV-52637,6543366897,VERIFIED,0
W00103,Ngozi Etuk,Security Officer,ONSITE,120000,1210.14,365.0,824.86,22,20,2,0.909,14.132,0.297,0,0,0.583,0.029,0.77,0.02,14.604,DEV-32430,9453712097,VERIFIED,0
